,Brand,Screen_Size,CPU_Model,Ram,Rating,Graphics,Disk_size,Price
374,Acer,15.6,i7,32.0,0.0,Nvidia,2048.0,164738.0
375,Acer,14.0,i5,8.0,4.0,Intel,256.0,45441.94
376,Acer,14.0,i5,8.0,0.0,Intel,512.0,58219.18
377,Acer,14.0,i5,8.0,2.4,Intel,512.0,65420.42
378,Acer,14.0,ryzen7,16.0,3.9,Nvidia,1024.0,77079.18000000001
379,Acer,14.0,i5,16.0,0.0,Intel,512.0,45838.0
380,Acer,14.0,ryzen5,16.0,0.0,AMD,512.0,69699.18000000001
381,Acer,15.6,i5,32.0,5.0,Nvidia,2048.0,110618.0
382,Acer,15.6,i7,16.0,3.3,AMD,1024.0,65518.0
383,other,15.6,celeron,4.0,3.8,Intel,128.0,19679.18
384,HP,14.0,ryzen5,8.0,4.5,AMD,256.0,33210.0
385,other,15.6,celeron,6.0,3.5,Other,128.0,14759.18
386,Acer,15.6,celeron,4.0,3.8,Intel,32.0,16318.0
387,Acer,13.5,i5,8.0,4.3,Intel,128.0,58958.0
388,Acer,15.6,i3,8.0,4.5,AMD,256.0,40999.18
389,Acer,15.6,ryzen7,16.0,0.0,AMD,1024.0,59778.0
390,other,15.6,ryzen7,8.0,4.3,AMD,256.0,30176.0
391,Acer,14.0,i5,16.0,4.6,Intel,1024.0,52314.36
392,Acer,15.6,i5,8.0,4.4,Nvidia,256.0,61499.18
393,Panasonic,13.1,i5,2.0,0.0,Intel,160.0,65599.18000000001
394,other,14.1,celeron,4.0,4.0,Intel,64.0,22545.9
395,other,15.6,celeron,6.0,4.0,Intel,128.0,18531.18
396,Acer,15.6,celeron,4.0,4.5,Intel,32.0,17630.0
397,Lenovo,14.0,celeron,4.0,4.2,Intel,64.0,14919.9
398,Acer,14.0,i3,8.0,4.0,Other,64.0,29519.18
399,Acer,15.6,i5,8.0,4.2,Intel,256.0,46739.18
400,Acer,15.6,celeron,4.0,4.4,Intel,64.0,24436.0
401,Acer,14.0,i7,16.0,3.9,Intel,512.0,77899.18000000001
402,Acer,17.3,i7,32.0,4.0,Nvidia,1024.0,127018.0
403,Acer,11.6,i3,4.0,4.4,Other,32.0,16400.0
404,other,13.3,celeron,8.0,3.8,Intel,256.0,32799.18
405,Panasonic,13.3,i3,4.0,4.2,Intel,160.0,39359.18
406,Panasonic,10.1,i7,8.0,0.0,Intel,256.0,204999.18
407,Acer,11.6,celeron,4.0,4.2,Other,32.0,12218.0
408,Acer,14.0,ryzen7,16.0,3.5,AMD,512.0,65599.18000000001
409,Acer,15.6,i5,8.0,0.0,Nvidia,512.0,72159.18000000001
410,Acer,11.6,celeron,4.0,4.5,Intel,32.0,8199.18
411,Acer,15.6,i3,4.0,0.0,Intel,128.0,31323.18
412,Acer,15.6,ryzen5,8.0,4.2,Nvidia,512.0,57564.0
413,Acer,17.3,i3,16.0,5.0,Intel,1024.0,49118.0
414,ASUS,15.6,celeron,4.0,4.2,Intel,256.0,24599.18
415,Acer,17.3,i5,8.0,4.6,Nvidia,512.0,94218.0
416,Acer,15.6,i5,8.0,4.6,Nvidia,256.0,51458.28
417,Acer,15.6,i5,8.0,4.3,Intel,256.0,27806.2
418,Acer,15.6,i5,32.0,4.3,Nvidia,2048.0,79458.0
419,Acer,15.6,ryzen7,16.0,4.2,AMD,1024.0,57399.18
420,Acer,14.0,celeron,4.0,4.4,Intel,64.0,15334.0
421,Acer,17.3,ryzen7,16.0,4.4,Nvidia,1024.0,78638.0
422,Acer,14.0,celeron,4.0,4.4,Intel,32.0,9757.18
423,Toughbook,14.0,i5,4.0,0.0,Intel,500.0,196799.18
424,Panasonic,10.4,i5,2.0,0.0,Other,80.0,73800.0
425,Panasonic,10.1,i9,8.0,2.0,Intel,128.0,278799.18
426,Panasonic,13.0,i7,4.0,0.0,Other,512.0,229600.0
427,Toughbook,10.1,i5,4.0,0.0,Intel,500.0,241900.0
428,Panasonic,13.1,i5,4.0,0.0,Intel,512.0,286999.18
429,Panasonic,13.0,i5,4.0,0.0,Intel,512.0,114799.18
430,Panasonic,13.1,i5,4.0,0.0,Intel,500.0,221399.18
431,Panasonic,14.0,i5,4.0,0.0,Intel,500.0,163999.18
432,Panasonic,14.0,i5,4.0,4.5,Intel,320.0,163999.18
433,Acer,15.6,ryzen5,8.0,4.3,AMD,512.0,44522.72
434,Acer,14.0,i7,8.0,3.5,Intel,256.0,51659.18
435,Acer,15.6,ryzen5,8.0,4.4,AMD,512.0,47559.18
436,Acer,15.6,i5,32.0,4.5,Nvidia,256.0,61491.8
437,Toughbook,10.1,i5,8.0,0.0,Intel,256.0,283309.18
438,Toughbook,14.0,i5,8.0,0.0,Intel,500.0,245999.18
439,Toughbook,14.0,i5,8.0,0.0,Intel,512.0,245999.18
440,Panasonic,15.4,i5,4.0,3.0,AMD,512.0,250099.18
441,Toughbook,10.1,i5,8.0,0.0,Intel,256.0,307909.18
442,Toughbook,10.1,i5,8.0,0.0,Intel,256.0,299709.18
443,Panasonic,14.0,i7,4.0,0.0,Other,500.0,200572.0
444,Panasonic,13.0,i5,4.0,0.0,Intel,500.0,270600.0
445,Acer,15.6,i7,16.0,4.0,Nvidia,512.0,98318.0
446,Acer,15.6,i3,8.0,3.7,Other,512.0,30749.18
447,Acer,14.0,i5,8.0,4.4,Intel,256.0,27798.0
448,Acer,14.0,ryzen7,8.0,4.4,AMD,512.0,53710.0
449,Toughbook,13.1,i7,4.0,0.0,Intel,512.0,131199.18
450,Panasonic,13.1,i7,8.0,3.0,Other,500.0,245999.18
451,Panasonic,13.1,i3,2.0,4.5,Intel,320.0,237799.18
452,Panasonic,14.0,i5,4.0,0.0,Intel,128.0,229599.18
453,Toughbook,14.0,i5,8.0,5.0,Other,500.0,106599.18
454,Acer,16.0,i7,16.0,5.0,Intel,512.0,102418.0
455,Acer,17.3,i7,8.0,4.6,Intel,512.0,53299.18
456,Acer,15.6,i5,16.0,3.0,Nvidia,1024.0,69699.18000000001
457,Acer,15.6,i3,8.0,4.3,Other,512.0,36899.18
458,Panasonic,14.0,i5,4.0,2.7,Intel,500.0,303399.18
459,Panasonic,10.1,i5,8.0,5.0,Intel,256.0,65599.18000000001
460,HP,15.6,i3,16.0,4.6,Intel,1024.0,46658.0
461,Panasonic,12.0,i7,16.0,0.0,Intel,1024.0,360799.18
462,Acer,15.6,i3,20.0,3.9,Intel,1024.0,36899.18
463,Acer,11.6,i3,4.0,3.9,Other,32.0,15498.0
464,Acer,12.0,celeron,4.0,0.0,Intel,32.0,13858.0
465,Acer,17.3,ryzen5,8.0,4.2,Nvidia,512.0,65618.86
466,Acer,15.6,i5,8.0,4.2,Intel,512.0,49200.0
467,Acer,15.6,ryzen3,4.0,4.5,AMD,128.0,31652.0
468,Acer,14.0,ryzen7,16.0,4.6,Nvidia,512.0,65599.18000000001
469,Acer,15.6,ryzen3,8.0,0.0,AMD,128.0,31159.18
470,Panasonic,13.1,i7,8.0,0.0,Intel,256.0,409999.18
471,Panasonic,14.0,i7,8.0,3.3,Intel,512.0,151700.0
472,Acer,14.0,ryzen7,8.0,4.5,AMD,64.0,35833.18
473,Acer,15.6,i7,16.0,4.6,Nvidia,512.0,125049.18
474,Acer,15.6,ryzen7,8.0,4.3,AMD,512.0,48379.18
475,Panasonic,13.1,i7,8.0,2.0,Other,500.0,188599.18
476,Toughbook,14.0,i5,8.0,4.2,Intel,512.0,220579.18
477,Toughbook,14.0,i7,16.0,0.0,Intel,512.0,245999.18
478,Toughbook,13.1,i5,4.0,3.0,Intel,320.0,200899.18
479,Acer,17.3,i5,32.0,4.7,Nvidia,1024.0,86018.0
480,Acer,15.6,ryzen3,12.0,4.5,AMD,512.0,39278.0
481,Acer,15.6,i7,16.0,5.0,Intel,512.0,53299.18
482,Acer,15.6,ryzen3,12.0,4.5,AMD,1024.0,40821.24
483,Acer,15.6,i7,8.0,4.2,Intel,512.0,71339.18000000001
484,Acer,15.6,i3,20.0,3.9,Intel,1024.0,35884.840000000004
485,Lenovo,15.6,ryzen5,8.0,4.4,Nvidia,256.0,53299.18
486,Acer,15.6,i3,8.0,3.8,Intel,128.0,31078.0
487,Acer,14.0,ryzen7,16.0,4.4,Nvidia,512.0,59778.0
488,Acer,13.5,i7,8.0,4.4,Intel,512.0,49036.0
489,Acer,12.0,celeron,4.0,4.3,Intel,32.0,10742.0
490,Acer,15.6,i3,12.0,4.4,Intel,512.0,36079.18
491,Acer,17.3,celeron,4.0,4.3,Intel,64.0,26978.0
492,Acer,15.6,i3,8.0,4.5,Intel,256.0,30831.18
493,Acer,14.0,i7,16.0,0.0,Intel,1024.0,53218.0
494,Acer,15.6,ryzen3,20.0,4.4,AMD,1024.0,49118.0
495,Acer,14.0,celeron,4.0,3.3,Intel,64.0,17958.0
496,Toughbook,12.0,i5,8.0,3.8,Other,256.0,303318.0
497,ASUS,14.0,ryzen7,8.0,4.3,Nvidia,512.0,72160.0
498,MSI,15.6,i7,16.0,4.4,Nvidia,512.0,106514.72
499,MSI,15.6,i7,16.0,4.3,Nvidia,512.0,90118.0
500,ASUS,15.6,i7,8.0,4.5,Nvidia,512.0,73061.18000000001
501,MSI,14.0,i5,16.0,4.5,Intel,512.0,61499.18
502,ASUS,15.6,i5,8.0,4.6,Intel,512.0,50429.18
503,GIGABYTE,17.3,i9,16.0,0.0,Nvidia,32.0,309534.42
504,GIGABYTE,16.0,i7,8.0,3.0,Nvidia,2048.0,148978.41999999998
505,GIGABYTE,15.6,i7,16.0,4.1,Nvidia,512.0,99609.5
506,GIGABYTE,15.0,i7,32.0,4.3,Nvidia,512.0,108209.66
507,Acer,15.6,i7,16.0,4.6,Nvidia,512.0,98622.22
508,GIGABYTE,15.6,i7,16.0,3.0,Nvidia,1024.0,213118.0
509,ASUS,15.6,i7,8.0,3.5,Nvidia,512.0,109879.18
510,HP,15.6,ryzen7,32.0,4.8,AMD,1024.0,69618.0
511,MSI,15.6,i7,16.0,4.5,Nvidia,512.0,73718.0
512,Lenovo,15.6,ryzen5,8.0,4.4,Nvidia,256.0,53218.0
513,Acer,15.6,i5,8.0,4.5,Nvidia,256.0,61090.0
514,MSI,15.6,i7,16.0,4.6,Nvidia,512.0,98318.0
515,LG,17.0,i7,16.0,4.2,Intel,1024.0,113159.18
516,HP,11.6,i3,4.0,4.4,Other,32.0,13119.18
517,GIGABYTE,17.0,i7,16.0,3.8,Nvidia,16.0,159845.06
518,Acer,14.0,i7,8.0,4.4,Intel,256.0,35998.0
519,HP,15.6,ryzen7,16.0,0.0,Nvidia,1024.0,87658.0
520,MSI,16.0,i7,32.0,4.2,Nvidia,1024.0,71340.0
521,GIGABYTE,15.6,i7,32.0,3.5,Nvidia,1024.0,204918.0
522,Acer,14.0,ryzen7,16.0,4.4,Nvidia,512.0,59778.0
523,HP,15.0,ryzen7,8.0,4.5,AMD,512.0,62156.0
524,HP,15.6,i3,8.0,4.2,AMD,512.0,32718.0
525,HP,15.6,ryzen7,16.0,4.5,Nvidia,512.0,73718.0
526,ASUS,14.0,i3,8.0,4.0,Intel,128.0,53299.18
527,Acer,15.6,ryzen3,4.0,4.5,AMD,128.0,24518.0
528,Alienware,17.3,i7,16.0,4.5,Nvidia,1024.0,278718.0
529,ASUS,17.3,i5,8.0,4.4,Nvidia,512.0,71258.0
530,Lenovo,13.3,i5,8.0,4.3,Intel,64.0,26650.0
531,SAMSUNG,13.3,i5,8.0,4.5,Intel,256.0,60598.0
532,other,10.1,i3,4.0,4.2,Other,64.0,7379.179999999999
533,Lenovo,15.6,ryzen5,8.0,5.0,Nvidia,512.0,68470.0
534,CHUWI,13.0,celeron,8.0,4.1,Intel,256.0,22058.0
535,Dell,15.6,i7,16.0,4.3,Nvidia,512.0,119637.18
536,SAMSUNG,15.6,i5,8.0,4.4,Intel,512.0,53272.12
537,Acer,11.6,i3,4.0,0.0,Intel,128.0,30735.24
538,HP,14.0,i5,8.0,4.5,Intel,256.0,47882.26
539,Acer,14.0,ryzen7,8.0,4.5,AMD,64.0,35833.18
540,Lenovo,15.6,ryzen5,8.0,4.6,AMD,512.0,46080.72
541,HP,14.0,ryzen5,8.0,4.5,AMD,256.0,29447.84
542,MSI,17.3,i7,32.0,4.5,Nvidia,2048.0,145959.18
543,SAMSUNG,13.3,i5,8.0,4.5,Intel,256.0,51659.18
544,SAMSUNG,15.6,i7,16.0,4.4,Intel,512.0,55678.0
545,HP,15.6,ryzen7,16.0,4.1,AMD,512.0,54611.18
546,MSI,16.0,i7,32.0,4.0,Nvidia,1024.0,186550.0
547,Lenovo,11.6,i3,4.0,4.5,Other,64.0,12218.0
548,GIGABYTE,17.0,i7,6.0,4.0,Nvidia,256.0,163918.0
549,HP,15.6,i5,8.0,4.4,Nvidia,512.0,58958.0
550,Acer,15.6,i7,16.0,4.5,Intel,512.0,48298.0
551,Lenovo,15.6,i5,8.0,4.5,Intel,512.0,43459.18
552,ASUS,11.6,celeron,4.0,4.3,Intel,64.0,11480.0
553,MSI,14.0,i5,8.0,5.0,Intel,512.0,48607.14
554,GIGABYTE,15.6,i7,16.0,4.1,Nvidia,512.0,122918.0
555,MSI,17.3,i9,32.0,0.0,Nvidia,1024.0,229518.0
556,GIGABYTE,15.6,i7,16.0,4.1,Nvidia,16.0,141622.19999999998
557,MSI,15.6,i5,8.0,4.6,Nvidia,256.0,48132.36
558,MSI,15.6,i5,16.0,4.7,Other,1024.0,88559.18000000001
559,MSI,17.3,i7,16.0,4.5,Nvidia,1024.0,110699.18
560,MSI,15.6,i5,8.0,4.5,Nvidia,256.0,53054.0
561,EXCaliberPC,17.3,i9,64.0,0.0,Nvidia,2048.0,221318.0
562,MSI,15.6,i7,16.0,4.3,Intel,512.0,62976.0
563,MSI,15.6,i3,8.0,4.6,Nvidia,256.0,49118.0
564,MSI,15.6,i9,32.0,4.1,Nvidia,1024.0,201882.36
565,MSI,17.3,i9,64.0,4.5,Intel,1024.0,319718.0
566,EXCaliberPC,15.6,i7,32.0,5.0,Nvidia,1024.0,155718.0
567,MSI,15.6,i7,16.0,5.0,Intel,1024.0,67978.0
568,EXCaliberPC,17.3,i9,64.0,0.0,Nvidia,2048.0,221318.0
569,EXCaliberPC,15.6,i7,16.0,5.0,Nvidia,512.0,102418.0
570,EXCaliberPC,17.3,i7,32.0,0.0,Nvidia,1024.0,258218.0
571,EXCaliberPC,17.3,i9,64.0,0.0,Nvidia,1024.0,344318.0
572,EXCaliberPC,17.3,i7,16.0,5.0,Nvidia,1024.0,192618.0
573,EXCaliberPC,17.3,i9,32.0,0.0,Nvidia,1024.0,245918.0
574,Panasonic,14.0,i7,32.0,4.4,Other,2048.0,116850.0
575,Toughbook,10.1,i5,8.0,0.0,Intel,256.0,254118.0
576,Toughbook,14.0,i5,8.0,4.2,Intel,512.0,220579.18
577,Panasonic,14.0,i7,8.0,3.3,Intel,512.0,151700.0
578,LG,16.0,i7,16.0,0.0,Intel,512.0,98235.18
579,HP,17.3,i7,32.0,4.4,Intel,1024.0,92250.0
580,LG,16.0,i7,16.0,4.6,Intel,1024.0,108977.18
581,LG,17.0,i7,16.0,4.3,Intel,1024.0,115619.18
582,LG,15.6,i5,8.0,4.0,Intel,256.0,81999.18000000001
583,LG,17.0,i7,32.0,4.1,Intel,2048.0,110699.18
584,Lenovo,14.0,ryzen5,16.0,4.5,AMD,256.0,57308.16
585,HP,14.0,celeron,4.0,4.5,Intel,64.0,26239.18
586,LG,16.0,i7,16.0,0.0,Intel,512.0,98399.18
587,LG,14.0,i7,16.0,4.2,Intel,1024.0,81999.18000000001
588,LG,14.0,i7,16.0,4.9,Intel,512.0,114799.18
589,LG,13.3,ryzen7,16.0,3.9,AMD,256.0,76178.0
590,LG,16.0,i7,16.0,3.9,Intel,2048.0,163999.18
591,LG,14.0,i7,16.0,5.0,Intel,512.0,109798.0
592,LG,15.6,i5,16.0,4.4,Intel,512.0,75439.18000000001
593,Dell,13.4,i7,16.0,4.4,Intel,512.0,111438.0
594,SAMSUNG,15.6,i7,16.0,4.3,Intel,512.0,91353.74
595,LG,16.0,i7,16.0,0.0,Intel,2048.0,139318.0
596,HP,17.3,i7,32.0,4.6,Intel,1024.0,106518.0
597,LG,17.0,i7,16.0,4.9,Intel,512.0,73799.18000000001
598,LG,15.6,i7,16.0,5.0,Intel,2048.0,99219.18
599,LG,16.0,i7,16.0,4.7,Intel,1024.0,109879.18
600,LG,13.3,ryzen5,8.0,4.3,AMD,256.0,35583.9
601,LG,17.0,i7,16.0,4.7,Intel,1024.0,145878.0
602,CHUWI,13.0,celeron,8.0,4.1,Intel,256.0,22058.0
603,LG,16.0,i7,16.0,0.0,Intel,2048.0,147518.0
604,LG,16.0,i7,16.0,0.0,Intel,2048.0,151618.0
605,LG,16.0,i7,16.0,3.0,Intel,512.0,111519.18
606,HP,14.0,celeron,4.0,4.5,Intel,64.0,26239.18
607,LG,16.0,i7,16.0,5.0,Intel,2048.0,151618.0
608,LG,14.0,i7,8.0,0.0,Intel,512.0,78678.18000000001
609,LG,16.0,i7,16.0,3.9,Intel,1024.0,106599.18
610,LG,16.0,i7,16.0,3.5,Intel,2048.0,109879.18
611,other,15.6,celeron,4.0,3.8,Intel,128.0,19679.18
612,ASUS,14.0,i3,4.0,4.1,Intel,128.0,17375.8
613,ASUS,15.6,i3,12.0,4.4,Intel,512.0,36899.18
614,HP,14.0,i3,4.0,4.5,Intel,64.0,13939.18
615,LG,15.6,i5,16.0,4.1,Intel,1024.0,77818.0
616,HP,17.3,i5,8.0,4.5,Intel,512.0,49118.0
617,HP,17.3,i5,32.0,4.5,Intel,2048.0,69618.0
618,Lenovo,17.3,ryzen5,8.0,4.5,AMD,512.0,40999.18
619,Lenovo,14.0,i3,4.0,4.3,Other,64.0,11070.0
620,HP,17.3,i5,8.0,4.5,Intel,512.0,49118.0
621,HP,17.3,i5,32.0,4.5,Intel,2048.0,69618.0
622,Lenovo,14.0,i3,4.0,4.3,Other,64.0,11070.0
623,LG,15.6,i5,16.0,4.1,Intel,1024.0,77818.0
624,Lenovo,17.3,ryzen5,8.0,4.5,AMD,512.0,40999.18
625,LG,15.0,i3,8.0,0.0,Other,512.0,120539.18
626,SAMSUNG,15.6,i5,8.0,4.2,Intel,512.0,65518.0
627,LG,15.6,i5,8.0,4.3,Intel,256.0,81672.0
628,Acer,14.0,i7,8.0,4.4,Intel,256.0,35998.0
629,ASUS,14.0,i3,4.0,4.1,Intel,128.0,17375.8
630,other,14.0,i3,4.0,4.4,Intel,64.0,20499.18
631,HP,14.0,i3,4.0,4.5,Intel,64.0,13939.18
632,other,15.6,celeron,4.0,3.8,Intel,128.0,19679.18
633,LG,16.0,i7,16.0,0.0,Intel,1024.0,169969.6
634,LG,17.0,i3,8.0,0.0,Other,512.0,136119.18
635,Acer,15.6,ryzen3,4.0,4.5,AMD,128.0,24518.0
636,Acer,15.6,i3,8.0,4.8,Intel,128.0,62237.18
637,LG,14.0,i7,16.0,0.0,Intel,512.0,173019.18
638,Acer,15.6,i3,4.0,4.3,Intel,128.0,19598.0
639,SAMSUNG,12.2,celeron,4.0,4.5,Intel,32.0,16372.12
640,ASUS,15.6,i3,12.0,4.2,Intel,128.0,53218.0
641,LG,14.0,i3,8.0,0.0,Other,256.0,109059.18
642,ASUS,15.6,i3,12.0,4.4,Intel,512.0,36899.18
643,LG,16.0,i7,16.0,0.0,Intel,512.0,108157.18
644,LG,17.0,i7,16.0,0.0,Nvidia,1024.0,155799.18
645,LG,15.6,i5,16.0,0.0,Intel,512.0,81918.0
646,LG,15.6,i5,8.0,4.3,Intel,256.0,81672.0
647,SAMSUNG,15.6,i5,8.0,4.2,Intel,512.0,65518.0
648,ASUS,14.0,i3,4.0,4.4,Intel,128.0,20336.0
649,ASUS,14.0,i3,4.0,4.4,Intel,128.0,20336.0
650,HP,15.6,i7,32.0,5.0,Intel,2048.0,113078.0
651,SAMSUNG,15.6,i7,32.0,4.3,Nvidia,1024.0,138953.1
652,LG,16.0,i7,16.0,3.3,Other,512.0,102499.18
653,other,14.1,celeron,4.0,4.3,Intel,128.0,12299.18
654,Lenovo,14.0,i3,4.0,3.7,AMD,64.0,16318.0
655,LG,14.0,i5,16.0,4.0,Intel,512.0,81343.18000000001
656,Acer,11.6,celeron,8.0,2.6,Intel,64.0,39359.18
657,Lenovo,13.3,i3,4.0,4.4,Intel,64.0,19679.18
658,ASUS,15.6,i3,8.0,4.4,Intel,128.0,24599.18
659,other,15.6,i3,4.0,0.0,Other,128.0,25419.18
660,Microsoft,13.5,i5,8.0,4.5,Intel,256.0,30340.0
661,ASUS,15.6,ryzen9,32.0,5.0,AMD,1024.0,119711.8
662,Acer,15.6,ryzen3,20.0,4.4,AMD,128.0,46739.18
663,other,11.6,i3,4.0,5.0,AMD,32.0,15416.0
664,other,15.6,celeron,6.0,0.0,Other,128.0,16236.0
665,Acer,11.6,i3,4.0,4.4,Other,32.0,14678.0
666,other,15.6,celeron,6.0,4.1,Intel,128.0,19598.0
667,CHUWI,14.1,celeron,8.0,3.9,Intel,256.0,19679.18
668,other,14.1,i3,4.0,4.0,Intel,128.0,22139.18
669,ASUS,14.0,i3,4.0,4.1,Intel,128.0,17375.8
670,other,14.1,celeron,4.0,4.0,Intel,64.0,22545.9
671,Lenovo,14.0,i3,4.0,4.3,Other,64.0,11070.0
672,SAMSUNG,11.6,celeron,4.0,4.4,Intel,64.0,13110.16
673,Dell,16.0,i7,16.0,4.2,AMD,512.0,90200.0
674,other,15.6,celeron,4.0,4.0,Intel,64.0,12218.0
675,other,14.0,i7,32.0,0.0,Intel,1024.0,72118.18000000001
676,other,15.0,ryzen5,8.0,0.0,AMD,256.0,40098.0
677,ASUS,15.6,ryzen3,16.0,4.3,AMD,256.0,29438.0
678,ASUS,14.0,i3,4.0,4.4,Intel,128.0,20336.0
679,other,15.0,i5,12.0,0.0,Intel,256.0,57070.36
680,LG,14.0,i7,16.0,4.4,Intel,1024.0,130311.12
681,LG,16.0,i7,16.0,4.8,Intel,512.0,75439.18000000001
682,LG,16.0,i7,16.0,4.2,Intel,256.0,100613.18
683,HP,14.0,i3,8.0,4.3,AMD,256.0,36079.18
684,ASUS,14.0,celeron,4.0,4.3,Intel,64.0,14266.36
685,HP,14.0,celeron,4.0,4.5,Intel,32.0,11398.0
686,ASUS,17.3,i5,20.0,4.2,Intel,512.0,41738.0
687,Acer,15.6,i3,4.0,4.3,Intel,128.0,19598.0
688,CHUWI,14.0,celeron,8.0,4.1,Other,256.0,24518.0
689,Acer,14.0,ryzen7,16.0,3.9,Nvidia,1024.0,77079.18000000001
690,ASUS,15.6,celeron,4.0,4.2,Intel,256.0,24599.18
691,ASUS,15.6,i3,8.0,4.5,Intel,128.0,27387.18
692,LG,17.0,i7,16.0,4.4,Intel,2048.0,125050.0
693,LG,15.6,i5,8.0,4.5,Intel,512.0,39666.68
694,LG,17.0,i5,16.0,0.0,Intel,512.0,116439.18
695,LG,17.0,i7,16.0,4.5,Intel,1024.0,116439.18
696,HP,15.6,celeron,8.0,4.4,Intel,256.0,14678.0
697,HP,11.6,i3,4.0,4.4,Other,32.0,13119.18
698,other,15.6,celeron,4.0,3.8,Intel,128.0,19679.18
699,ASUS,15.6,celeron,4.0,4.2,Intel,64.0,19598.0
700,Acer,15.6,ryzen3,4.0,4.5,AMD,128.0,24518.0
701,HP,14.0,i3,8.0,4.3,AMD,64.0,32718.0
702,ASUS,15.6,celeron,4.0,4.4,Intel,128.0,15989.18
703,Lenovo,14.0,celeron,4.0,3.9,Intel,64.0,16399.18
704,HP,17.3,i5,8.0,4.2,Intel,256.0,42312.0
705,ASUS,15.6,celeron,4.0,4.2,Intel,64.0,14759.18
706,Lenovo,14.0,ryzen5,16.0,4.2,AMD,512.0,51659.18
707,LG,16.0,i7,16.0,3.6,Intel,1024.0,131295.94
708,LG,17.0,i7,16.0,4.4,Intel,1024.0,81836.0
709,LG,16.0,i7,16.0,3.5,Intel,1024.0,102906.72
710,LG,16.0,i7,16.0,4.4,Intel,1024.0,110682.78
711,LG,16.0,i7,16.0,4.2,Intel,256.0,96350.0
712,LG,17.0,i7,32.0,3.8,Nvidia,2048.0,163753.18
713,LG,16.0,i7,16.0,4.3,Intel,1024.0,104139.18
714,Panasonic,14.0,i7,16.0,4.4,Intel,512.0,291919.18
715,LG,14.0,i5,8.0,4.2,Intel,256.0,65477.0
716,LG,16.0,i7,16.0,5.0,Nvidia,1024.0,124765.46
717,LG,17.0,i7,16.0,4.7,Intel,2048.0,152041.94
718,LG,17.0,i7,32.0,4.8,Intel,2048.0,147599.18
719,LG,17.0,i7,16.0,4.4,Intel,512.0,79130.0
720,LG,14.0,i7,16.0,3.5,Intel,512.0,89786.72
721,LG,15.6,i7,16.0,3.9,Intel,2048.0,147599.18
722,LG,17.0,i7,16.0,4.3,Intel,2048.0,122990.98
723,LG,15.6,i5,8.0,4.3,Intel,512.0,61418.0
724,LG,16.0,i5,16.0,4.6,Intel,512.0,110127.64
725,LG,15.6,i5,16.0,3.9,Intel,1024.0,72158.36
726,SAMSUNG,15.6,i5,8.0,4.6,Intel,512.0,80278.0
727,LG,15.0,i7,16.0,4.4,Intel,512.0,98399.18
728,SAMSUNG,13.3,i5,8.0,4.2,Intel,256.0,57318.0
729,SAMSUNG,15.6,i5,8.0,4.2,Intel,512.0,65518.0
730,LG,14.0,i7,16.0,4.3,Intel,1024.0,121360.0
731,SAMSUNG,15.6,i7,16.0,4.3,Intel,512.0,110618.0
732,LG,16.0,ryzen7,16.0,4.1,AMD,512.0,67295.76
733,LG,16.0,i7,16.0,4.4,Intel,256.0,94953.54
734,LG,17.0,i7,16.0,4.2,Intel,1024.0,113159.18
735,ASUS,11.6,celeron,4.0,4.3,Intel,64.0,11480.0
736,CHUWI,14.1,celeron,8.0,3.9,Intel,256.0,19679.18
737,CHUWI,13.0,celeron,8.0,4.1,Intel,256.0,22058.0
738,Acer,15.6,ryzen3,4.0,4.5,AMD,128.0,24518.0
739,HP,17.3,i5,8.0,4.5,Intel,512.0,49118.0
740,Dell,14.0,ryzen7,8.0,4.3,AMD,512.0,52681.72
741,Microsoft,13.5,i5,8.0,4.1,Intel,256.0,78965.18000000001
742,Acer,15.6,i7,16.0,4.5,Intel,512.0,48298.0
743,ASUS,11.6,celeron,4.0,4.2,Intel,32.0,8527.18
744,other,15.0,i3,6.0,4.6,Intel,512.0,17056.0
745,Lenovo,15.6,ryzen5,8.0,4.4,Nvidia,256.0,53299.18
746,HP,15.6,i3,8.0,4.2,AMD,512.0,32718.0
747,ASUS,15.6,ryzen9,64.0,4.2,AMD,1024.0,129551.8
748,GIGABYTE,16.0,i7,32.0,3.5,Nvidia,32.0,127018.0
749,GIGABYTE,15.6,i5,16.0,4.2,Nvidia,512.0,84307.48000000001
750,GIGABYTE,14.0,i5,16.0,3.4,Intel,512.0,72094.40000000001
751,GIGABYTE,15.6,i7,16.0,3.9,Nvidia,1024.0,200448.18
752,GIGABYTE,17.3,i9,32.0,3.6,Nvidia,32.0,204918.0
753,GIGABYTE,15.6,i7,16.0,2.6,Nvidia,512.0,164118.08000000002
754,GIGABYTE,16.0,i9,64.0,1.0,Nvidia,64.0,237718.0
755,GIGABYTE,16.0,i9,32.0,3.0,Nvidia,32.0,229599.18
756,GIGABYTE,15.6,i7,16.0,0.0,Nvidia,512.0,131956.86000000002
757,GIGABYTE,15.6,i7,16.0,3.7,Nvidia,512.0,163918.0
758,GIGABYTE,17.3,i7,32.0,0.0,Nvidia,32.0,186872.26
759,GIGABYTE,17.3,i7,16.0,2.5,Nvidia,16.0,190318.72
760,GIGABYTE,17.3,i7,32.0,0.0,Nvidia,32.0,188863.22
761,GIGABYTE,17.3,i7,32.0,0.0,Nvidia,32.0,186872.26
